DELETED,NAME,FNAME,NICKNAMEID,PLAYERID,NUMBER,POSITION,POSITION2,YEARSEXP,SCHOOLNUM,HAND,SHOELIMIT,ORIGHSHOE,ORIGASHOE,OVERALLRTG,PLAYRVALUE,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,SCOREAREA,FACIALCTRL,FTRITUAL,AUDIONICK,CELEBPACK,THREEPTSTY,ORIGTEAM,TEAM,ROSTERPOS,BIRTHDATE,BTOWNID,DPLACE,DROUND,DOVERALL,DRAFTYEAR,DRAFTEDBY,SCRATCH1,SCRATCH2,SCRATCH3,DUNKPACK,DESTINY,INJURYID,INJURYDATE,RECOVRDATE,ISPLAYABLE,ISCREATED,ISGENERATE,ISHISTORIC,TRADEABLE,PLAYERPKG,INSEASON,INPLAYOFF,ROOKIEPKG,ROOKVALUE,ROOKIERANK,CASHYR_EXP,CASH_YEAR,CASH_TOTAL,CASH_RAISE,YEARS_LONG,YEARS_LEFT,CASH_TEAM,PREF_LEN,MIN_TARGET,LOWBALLED,ISMINIMUM,WEEKLYMVP,MONTHLYMVP,SUPERSTAR,OFFVALUE,DEFVALUE,SFGATT,SFGMAD,STHREEATT,STHREEMAD,SFTATT,SFTMAD,SBLOCKS,SOFFREB,SASSISTS,SPERFOUL,SSTEALS,SDEFREB,STURNOVER,SMINUTES,SGAMES,SGSTART,SEJECT,CSFGATT,CSFGMAD,CSTHREEATT,CSTHREEMAD,CSFTATT,CSFTMAD,CSBLOCKS,CSOFFREB,CSASSISTS,CSPERFOUL,CSSTEALS,CSDEFREB,CSTURNOVER,CSMINUTES,CSGAMES,CSGSTART,CSEJECT,PFGATT,PFGMAD,PTHREEATT,PTHREEMAD,PFTATT,PFTMAD,PBLOCKS,POFFREB,PASSISTS,PPERFOUL,PSTEALS,PDEFREB,PTURNOVER,PMINUTES,PGAMES,PGSTART,PEJECT,CPFGATT,CPFGMAD,CPTHREEAT,CPTHREEMAD,CPFTATT,CPFTMAD,CPBLOCKS,CPOFFREB,CPASSISTS,CPPERFOUL,CPSTEALS,CPDEFREB,CPTURNOVER,CPMINUTES,CPGAMES,CPGSTART,CPEJECT,LEARNING,WORKETHC,BIRDRIGHTS,CASHRESIGN,SPEECHID,SPECMAP,ISEDITED,ISORIGSS,VALIDSSTAR,DFLTTEAM,CLUTCH,SSTAR_HF,SSTAR_PM,SSTAR_PW,SSTAR_SCO,SSTAR_SCI,SSTAR_SH,SSTAR_STO,SSTAR_STI,SS_HF_ANI,SS_PM_ANI,SS_PW_ANI,SS_SCO_ANI,SS_SCI_ANI,SS_SH_ANI,SS_STO_ANI,SS_STI_ANI,CHEMTYPE,CHEMWANT,CHEMHAVE,CHEMHAPPY
False,O'Neal,Shaquille,116,851,34,0,0,14,64,0,0,101,101,90,1451,89,0,52,97,33,86,74,91,50,84,95,63,66,75,40,99,80,12,74,95,0,72,9,2,15,,2,11,40,40,0,19720306,441,1,1,1,1992,Orl,0,0,0,15,4,0,,,True,False,False,True,,SHONEAL,False,False,0,0,0,0,5000,0,0,1,1,40,0,0,0,False,0,0,160,0,0,16915,9808,20,1,9744,5147,2377,3618,2622,3237,619,7464,2705,34785,941,933,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3423,1937,0,0,2177,1096,427,816,556,688,108,1551,602,7570,194,194,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,4,False,True,224,40,79,-16,-65,68,-75,58,-99,-47,69,0,0,1,0,0,0,0,0,10,0,0,0
False,Malone,Karl,117,852,32,1,1,18,61,0,0,101,101,95,1520,91,12,77,92,42,76,72,89,71,95,83,68,66,75,52,81,94,15,90,94,1,78,9,1,6,,,10,28,37,1,19630724,162,13,1,13,1985,Utah,0,0,0,8,4,0,,,True,False,False,True,,KAMALON,False,False,0,0,0,0,0,0,0,4,1,37,0,0,0,False,0,0,192,0,0,26210,13528,310,85,13188,9787,1145,3562,5248,4578,2085,11406,4524,54852,1476,1471,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3768,1743,37,6,1725,1269,135,502,610,662,258,1560,550,7907,193,193,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,2,False,False,224,-1,97,-8,-30,52,-43,72,-55,-33,36,0,0,0,0,0,0,0,0,8,0,0,0
False,Miller,Reggie,-1,854,31,3,3,18,139,0,0,101,101,76,1246,95,93,90,53,44,7,13,34,61,88,78,78,73,50,60,30,89,25,90,47,36,78,5,2,6,,2,12,40,40,0,19650824,50,11,1,11,1987,Ind,0,0,0,5,4,0,,,True,False,False,True,,REMILLE,False,False,0,0,0,0,5000,0,0,1,1,40,0,0,0,False,0,0,8,0,0,17499,8241,6486,2560,7026,6237,299,883,4141,2730,1505,3299,2409,47619,1389,1304,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095,941,820,320,862,770,34,77,357,276,146,339,257,5309,144,144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,4,False,True,8,40,99,-35,-25,-61,-25,-46,71,-19,-94,0,0,0,0,0,0,0,0,10,0,0,0
False,Payton,Gary,162,856,20,4,3,16,96,0,0,101,101,87,1401,78,56,71,53,95,5,14,35,85,87,96,95,95,50,97,32,92,23,90,82,18,78,6,2,6,,12,5,40,40,0,19680723,444,2,1,2,1990,Sea,0,0,0,5,4,0,,,True,False,False,True,,GAPAYTO,False,False,0,0,0,0,5000,0,0,1,1,40,0,0,0,False,0,0,17,0,0,18332,8564,3447,1100,4423,3227,282,1374,8765,3100,2402,3763,2964,45616,1267,1205,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,855,434,137,436,308,32,148,808,431,216,423,293,5446,152,129,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,2,False,True,19,40,99,-50,56,-70,48,14,-14,89,-99,0,0,0,0,0,0,0,0,7,0,0,0
False,Hill,Grant,-1,857,33,2,2,12,31,0,0,101,101,89,1429,80,17,82,92,80,18,23,58,86,90,90,84,87,75,81,54,88,15,90,83,1,90,9,1,6,,1,6,40,40,0,19721005,138,3,1,3,1994,Det,0,0,0,9,4,0,,,True,False,False,True,,GRHILL_,False,False,0,0,0,0,5000,0,0,1,1,40,0,0,0,False,0,0,16,0,0,8932,4281,247,63,4113,3114,334,799,3199,1420,856,3372,1761,21445,570,565,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,115,5,2,79,62,7,24,84,46,18,79,49,549,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,3,False,True,16,40,79,-6,31,-36,30,30,-78,51,-54,0,0,0,0,0,0,0,0,6,0,0,0
False,Hardaway,Penny,-1,863,1,3,4,13,69,0,0,101,101,90,1453,86,62,77,88,83,16,34,41,89,83,77,90,89,90,92,43,80,25,82,67,18,82,4,1,6,,1,7,40,40,0,19710718,411,3,1,3,1993,GS,0,0,0,9,4,0,,,True,False,False,True,,ANHARDA,False,False,0,0,0,0,5000,0,0,1,1,40,0,0,0,False,0,0,17,0,0,8671,3973,1572,495,2822,2183,311,972,3490,1538,1106,2139,1773,23386,688,549,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,456,266,101,390,291,48,101,394,197,119,202,188,2640,64,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,False,True,23,40,79,58,43,-58,46,-17,-13,41,-80,0,0,0,0,0,0,0,0,1,0,0,0
False,Drexler,Clyde,186,864,22,3,2,15,50,0,0,107,107,95,1519,81,71,79,95,85,30,58,54,80,89,83,87,89,92,81,52,88,25,90,54,35,65,5,1,6,,1,5,36,36,3,19620622,97,14,1,14,1983,Por,0,0,0,9,4,0,,,True,False,False,True,,CLDREXL,False,False,0,0,0,0,15000000,0,0,4,1,36,0,0,0,False,0,0,20,0,0,17673,8335,2603,827,5962,4698,719,2615,6125,3285,2207,4062,2977,37537,1086,950,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408,1076,489,141,851,670,108,359,891,486,278,643,397,5572,145,145,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,3,False,True,20,36,91,67,21,-43,30,-36,-6,51,-56,0,0,0,0,0,0,0,0,4,0,0,0
False,Unseld,Wes,-1,865,41,0,1,13,62,0,0,94,94,87,1410,78,0,63,71,34,49,97,92,54,88,94,48,55,79,44,95,96,12,94,82,1,50,9,1,6,,1,6,35,35,6,19460314,256,2,1,2,1968,Bal,0,0,0,14,4,0,,,True,False,False,True,,WEUNSEL,False,False,0,0,0,0,15000000,0,0,4,1,35,0,0,0,False,0,0,0,0,0,8586,4369,6,3,2976,1883,367,2085,3822,2762,628,11684,579,35832,984,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,513,1,0,385,234,55,306,453,371,67,1471,69,4889,119,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,4,False,False,0,35,91,-23,-58,-11,-67,25,-61,-57,-34,0,0,0,0,0,0,0,0,1,0,0,0
False,Parker,Tony,-1,900,9,4,4,5,658,0,1,60,58,81,1310,80,60,65,5,65,1,12,47,84,89,77,99,99,60,88,43,85,25,89,75,14,70,6,1,6,,1,5,25,31,7,19820517,485,28,1,28,2001,SA,0,0,0,2,2,0,,,True,False,False,False,,TOPARKE,False,False,0,0,0,0,11636,0,0,7,6,31,0,0,0,False,0,0,1,0,0,1136,623,36,11,358,253,4,38,460,161,83,223,249,2673,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,104,9,2,79,64,1,8,50,31,13,39,40,475,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,0,0,945,4,False,True,3,25,67,-83,42,-99,40,-7,-21,-7,-98,0,0,0,0,0,0,0,0,3,0,0,0
False,Carter,Vince,156,901,15,2,3,8,84,0,1,41,41,87,1410,83,77,79,94,70,20,29,54,56,91,65,82,80,98,83,60,55,25,79,80,16,82,7,1,6,,5,5,17,30,1,19770126,439,5,1,5,1998,GS,0,0,0,16,4,0,,,True,False,False,False,,VICARTE,False,False,0,0,0,0,12585,0,1258,6,3,30,0,0,0,False,0,0,4,0,0,1518,653,367,125,601,480,53,135,338,235,94,327,213,2900,79,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,113,58,14,108,86,6,16,58,34,20,61,26,448,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,2,False,True,6,17,80,67,-32,-31,40,32,-2,-13,-42,1,0,0,0,0,0,0,0,0,0,0,0
False,Hamilton,Richard,192,902,32,3,2,7,25,0,1,59,59,79,1281,78,72,85,69,49,2,19,39,55,81,68,80,84,62,80,44,90,25,90,60,10,67,5,1,9,,1,5,7,30,10,19780214,249,7,1,7,1999,Was,0,0,0,4,3,0,,,True,False,False,False,,RIHAMIL,False,False,0,0,0,0,8125,0,650,7,5,30,0,0,0,False,0,0,0,0,0,1322,649,120,55,303,256,16,84,275,207,52,172,173,2826,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,128,40,14,114,97,5,16,48,59,17,36,39,688,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2,0,0,514,10,False,True,0,7,91,-18,-32,-37,11,-28,-6,-19,-66,0,0,0,0,0,0,0,0,2,0,0,0
False,Iverson,Allen,157,903,3,4,3,10,43,0,3,176,175,90,1452,85,70,83,40,89,10,12,40,90,93,90,99,99,80,99,37,90,25,91,60,17,99,6,2,11,,3,1,21,30,4,19750607,425,1,1,1,1996,Phi,0,0,0,2,4,0,,,True,False,False,False,,ALIVERS,False,False,0,0,0,0,14625,0,1828,5,4,30,0,0,0,False,0,0,18,0,0,1822,815,223,72,829,675,10,44,532,121,140,188,248,3098,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,False,True,19,21,90,-70,78,-77,72,-33,-12,79,-96,0,0,0,0,0,0,0,0,9,0,0,0
False,Bosh,Chris,206,904,4,1,0,3,46,1,0,102,101,87,1409,84,57,76,80,46,80,70,80,23,86,80,67,65,80,60,50,70,23,81,85,1,56,9,2,6,,2,6,27,30,11,19840324,138,4,1,4,2003,Tor,0,0,0,11,1,0,,,True,False,False,False,,CHBOSH_,False,False,0,0,0,0,3348,0,887,4,2,30,0,0,0,False,0,0,64,0,0,1087,549,13,0,581,473,79,204,181,209,50,443,157,2712,70,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0,0,1124,4,False,False,64,27,78,-10,-62,-25,-31,33,-20,-30,25,0,0,0,0,0,0,0,0,3,0,0,0
False,Billups,Chauncey,-1,905,1,4,3,9,22,0,2,195,298,84,1353,80,81,89,35,82,1,12,40,80,82,83,80,86,65,86,65,84,25,85,55,42,61,6,1,4,,1,4,7,30,5,19760925,260,3,1,3,1997,Bos,0,0,0,2,4,0,,,True,False,False,False,,CHBILLU,False,False,0,0,0,0,5910,0,455,6,3,30,0,0,0,False,0,0,16,0,0,1012,423,425,184,520,465,8,41,699,160,71,211,170,2916,81,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,93,94,32,116,105,2,7,117,43,22,54,43,704,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,54,1,False,True,16,7,81,-52,19,-56,25,-41,22,44,-99,0,0,0,0,0,0,0,0,3,0,0,0
False,Arenas,Gilbert,-1,906,0,4,3,5,4,0,2,255,280,90,1452,82,80,82,75,83,35,46,56,86,87,82,86,86,60,86,60,70,25,65,60,1,75,6,0,6,,0,4,29,30,7,19820106,497,31,2,31,2001,GS,0,0,0,9,2,0,,,True,False,False,False,,GIARENA,False,False,0,0,0,0,9387,0,853,6,5,30,0,0,0,False,0,0,18,0,0,1668,746,540,199,799,655,25,59,484,286,161,221,296,3334,80,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,65,46,20,70,54,4,7,32,21,13,26,20,283,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,2,False,True,18,29,10,-21,38,-21,37,-33,12,44,-56,0,0,0,0,0,0,0,0,3,0,0,0
False,Wallace,Ben,130,907,3,0,1,10,614,0,0,107,107,84,1358,49,7,42,80,80,90,82,91,24,51,99,70,70,80,24,88,88,13,80,64,1,40,4,1,6,,1,10,7,30,9,19740910,481,-1,-1,-1,1996,--,0,0,0,14,3,0,,,True,False,False,False,,BEWALLA,False,False,0,0,0,0,16000,0,500,6,2,30,0,0,0,False,0,0,128,0,0,465,237,4,0,296,123,181,301,158,164,146,622,88,2892,82,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,33,1,0,66,18,22,60,31,41,24,129,15,642,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,False,True,128,7,30,-9,-87,33,-70,-30,-88,-9,80,0,0,1,0,0,0,0,0,3,0,0,0
False,Wade,Dwyane,19,908,3,3,4,3,65,0,0,95,95,93,1494,80,50,76,87,82,43,25,50,81,90,83,94,90,89,90,60,73,23,83,87,7,87,6,1,6,,1,5,14,30,3,19820117,320,5,1,5,2003,Mia,0,0,0,10,2,0,,,True,False,False,False,,DWWADE_,False,False,0,0,0,0,2834,0,504,4,3,30,0,0,0,False,0,0,20,0,0,1413,699,76,13,803,629,58,107,503,217,146,323,268,2890,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,219,37,14,250,202,26,28,132,71,51,107,90,957,23,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,4,False,True,86,14,66,61,38,-21,45,33,-21,49,-49,1,0,0,0,0,0,0,0,3,0,0,0
False,McGrady,Tracy,159,909,1,2,3,9,560,0,2,256,245,93,1498,86,80,85,93,81,25,16,68,80,91,82,85,85,90,83,50,70,25,86,80,32,83,7,2,6,,4,5,9,31,2,19790524,123,9,1,9,1997,Tor,0,0,0,16,4,0,,,True,False,False,False,,TRMCGRA,False,False,0,0,0,0,14487,0,1207,7,3,31,0,0,0,False,0,0,18,0,0,1011,410,234,73,340,254,41,46,225,88,59,261,120,1743,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,3,False,True,86,9,90,58,26,-27,45,37,24,40,-42,0,0,0,0,0,0,0,0,9,0,0,0
False,Wallace,Rasheed,57,911,36,1,0,11,84,0,1,25,25,87,1403,77,70,69,82,41,77,51,82,40,80,85,63,61,70,39,81,81,25,79,84,22,52,10,2,6,,15,8,7,30,6,19740917,385,4,1,4,1995,Was,0,0,0,6,4,0,,,True,False,False,False,,RAWALLA,False,False,0,0,0,0,10260,0,1140,5,4,30,0,0,0,False,0,0,128,0,0,1067,459,434,155,183,136,130,90,182,232,82,457,85,2770,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,96,79,32,55,29,15,17,32,65,10,97,25,629,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,287,3,False,True,128,7,59,-15,-65,12,-63,12,-12,-37,30,0,0,1,0,0,0,0,0,8,0,0,0
False,Pierce,Paul,79,912,34,2,3,8,56,0,1,49,46,89,1441,80,83,85,80,80,19,21,64,57,94,69,81,78,72,85,68,90,25,79,80,25,80,7,0,6,,0,6,1,30,8,19771013,444,10,1,10,1998,Bos,0,0,0,7,4,0,,,True,False,False,False,,PAPIERC,False,False,0,0,0,0,12585,0,1258,6,3,30,0,0,0,False,0,0,2,0,0,1462,689,314,111,812,627,34,77,375,223,107,453,273,3071,79,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,4,False,True,2,1,65,-10,-31,-16,43,32,19,-8,-36,0,0,0,0,0,0,0,0,9,0,0,0
False,O'Neal,Shaquille,116,913,32,0,0,14,64,0,0,101,101,89,1435,67,0,46,97,33,88,79,91,62,99,95,60,65,70,30,99,85,12,65,95,0,82,9,2,15,,2,11,14,30,0,19720306,441,1,1,1,1992,Orl,0,0,0,15,4,0,,,True,False,False,False,,SHONEAL,False,False,0,0,0,0,29464,0,2946,3,2,30,0,0,0,False,0,0,160,0,0,800,480,0,0,471,221,104,172,113,230,23,369,168,1800,59,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,178,0,0,182,68,34,75,39,84,11,150,85,757,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,4,False,True,160,14,80,-23,-63,77,-56,-10,-79,-48,72,0,0,1,0,0,0,0,0,4,0,0,0
False,Duncan,Tim,160,914,21,1,0,9,149,0,2,198,296,91,1463,85,22,67,85,36,90,74,94,50,93,96,66,65,60,35,85,85,18,71,99,1,76,9,0,6,,0,10,25,31,1,19760425,111,1,1,1,1997,SA,0,0,0,8,4,0,,,True,False,False,False,,TIDUNCA,False,False,0,0,0,0,14261,0,1585,7,6,31,0,0,0,False,0,0,192,0,0,1185,574,5,2,533,335,162,231,253,219,70,650,198,2741,80,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,121,2,0,131,94,25,33,43,50,11,104,34,491,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,3,False,True,192,25,99,-20,-60,31,-70,67,-55,-39,80,0,0,1,0,0,0,0,0,3,0,0,0
False,Garnett,Kevin,161,915,21,1,2,11,537,0,2,304,217,98,1575,80,41,80,90,65,89,63,99,72,87,90,70,70,89,61,85,94,20,60,88,2,76,9,2,14,,2,6,16,31,9,19760519,381,5,1,5,1995,Min,0,0,0,11,4,0,,,True,False,False,False,,KEGARNE,False,False,0,0,0,0,16000,0,2000,6,5,31,0,0,0,False,0,0,192,0,0,1191,626,30,8,489,396,107,214,308,206,104,752,180,2952,76,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,2,False,True,224,16,73,-6,-21,56,-28,33,-60,-8,77,0,0,0,0,0,0,0,0,3,0,0,0
False,Bryant,Kobe,-1,916,24,3,2,10,554,0,1,62,58,97,1556,87,80,85,95,80,20,33,66,80,96,80,87,90,95,88,60,85,25,84,80,18,89,7,2,6,,7,5,12,31,3,19780823,385,13,1,13,1996,Cha,0,0,0,16,4,0,,,True,False,False,False,,KOBRYAN,False,False,0,0,0,0,14175,0,1772,7,7,31,0,0,0,False,0,0,18,0,0,2173,978,518,180,819,696,30,71,360,233,147,354,250,3273,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,72,35,14,48,37,3,4,36,25,8,40,33,315,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,14,False,True,87,12,97,72,43,-31,62,41,26,42,-55,1,0,0,0,0,0,0,0,4,0,0,0
False,James,LeBron,198,917,23,2,3,3,595,0,1,40,40,97,1558,80,74,75,96,82,40,20,75,83,90,79,93,87,92,85,81,80,25,75,87,14,80,7,2,6,,2,5,4,30,2,19841230,522,1,1,1,2003,Cle,0,0,0,16,2,0,,,True,False,False,False,,LEJAMES,False,False,0,0,0,0,4320,0,754,4,3,30,0,0,0,False,0,0,20,0,0,1823,875,379,127,814,601,66,75,522,181,123,481,260,3360,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,146,63,21,118,87,9,22,76,44,18,83,65,605,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,14,False,False,86,4,75,79,31,29,37,37,-6,40,-52,0,0,0,0,0,0,0,0,3,0,0,0
False,Ming,Yao,-1,918,11,0,0,4,520,0,3,179,185,88,1419,82,50,78,60,24,89,68,82,69,87,82,58,55,40,55,86,90,23,83,87,0,62,9,0,6,,0,10,9,31,0,19800912,597,1,1,1,2002,Hou,0,0,0,3,2,0,,,True,False,False,False,,YAMING_,False,False,0,0,0,0,4437,0,1158,4,2,31,0,0,0,False,0,0,192,0,0,900,467,1,0,395,337,94,148,85,195,30,433,147,1948,57,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,4,False,True,192,9,39,-48,-33,-25,-46,38,-30,-68,43,0,0,0,0,0,0,0,0,2,0,0,0
False,Gasol,Pau,-1,919,16,1,0,5,591,0,1,21,22,85,1373,80,12,76,71,36,82,67,80,55,87,80,70,62,60,58,63,90,15,67,87,0,66,9,1,6,,1,9,13,31,10,19800706,484,3,1,3,2001,Atl,0,0,0,6,3,0,,,True,False,False,False,,PAGASOL,False,False,0,0,0,0,10968,0,1371,7,6,31,0,0,0,False,0,0,0,0,0,1194,600,12,3,617,425,153,191,371,184,46,522,235,3128,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,29,1,0,30,23,5,4,12,11,2,23,11,155,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,0,0,453,4,False,True,0,13,69,-15,-38,-16,-33,32,-56,-42,27,0,0,0,0,0,0,0,0,7,0,0,0
False,Nash,Steve,-1,920,13,4,4,10,118,0,1,56,22,87,1400,86,87,93,0,52,11,19,48,99,99,79,93,89,65,99,51,89,25,95,60,30,76,6,1,16,,1,1,22,31,4,19740207,443,15,1,15,1996,Pho,0,0,0,2,4,0,,,True,False,False,False,,STNASH_,False,False,0,0,0,0,8750,0,875,6,6,31,0,0,0,False,0,0,1,0,0,1056,541,342,150,279,257,12,47,826,120,61,286,276,2787,79,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,146,87,32,91,83,5,9,204,38,8,64,67,795,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,15,False,True,11,22,79,-83,105,-99,83,-33,50,-25,-87,0,0,0,0,0,0,0,0,3,0,0,0
False,Nowitzki,Dirk,-1,921,41,1,2,8,541,0,1,44,44,91,1460,91,84,86,74,64,72,29,89,40,95,64,61,61,59,80,69,85,25,88,86,22,79,7,1,11,,1,8,5,31,5,19780619,483,9,1,9,1998,Mil,0,0,0,7,3,0,,,True,False,False,False,,DINOWIT,False,False,0,0,0,0,12585,0,1258,6,4,31,0,0,0,False,0,0,64,0,0,1564,751,271,110,598,539,83,115,226,164,58,613,156,3079,81,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,196,67,23,229,205,14,47,67,64,25,221,49,984,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,10,False,True,74,5,86,-19,-65,-10,40,61,31,-18,-9,0,0,0,0,0,0,0,0,3,0,0,0
False,Allen,Ray,205,923,34,3,4,10,25,0,1,216,200,88,1422,91,89,88,81,59,23,23,56,67,91,65,85,81,78,84,54,90,25,84,52,37,72,6,1,6,,1,4,26,31,6,19750720,14,5,1,5,1996,Min,0,0,0,7,4,0,,,True,False,False,False,,RAALLEN,False,False,0,0,0,0,14625,0,0,6,1,31,0,0,0,False,0,0,2,0,0,1500,681,653,269,359,324,16,71,286,151,105,261,188,3025,78,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,4,False,True,10,26,59,-2,-16,-41,54,-40,54,-14,-46,0,0,0,0,0,0,0,0,3,0,0,0
False,Marion,Shawn,166,924,31,2,2,7,140,0,1,43,50,91,1469,77,65,83,80,83,80,60,86,23,89,75,83,80,85,71,55,63,25,80,87,26,54,7,1,6,,1,7,22,31,11,19780507,190,9,1,9,1999,Pho,0,0,0,12,3,0,,,True,False,False,False,,SHMARIO,False,False,0,0,0,0,11326,0,1258,6,5,31,0,0,0,False,0,0,0,0,0,1365,716,290,96,298,241,137,249,143,223,160,710,125,3265,81,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,163,70,22,67,59,23,57,31,65,37,176,22,846,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,4,False,True,0,22,39,25,-45,-29,-11,30,-11,27,22,0,0,0,0,0,0,0,0,3,0,0,0
