	NAME	FNAME	POSITION	POSITION2	HAND	OVERALLRTG	FGPBASE	THREEPTBAS	FTPBASE	DNKABILITY	STLABILITY	BLKABILITY	OREABILITY	DREABILITY	BALABILITY	OFFABILITY	DEFABILITY	SPEED	QUICK	JUMP	DRIBBLE	DSTRENGTH	DHARDY	DSHOOTRANG	FATIGUE	INSIDESC	THREEPTATT	PRIMACY	SFGATT	SFGMAD	STHREEATT	STHREEMAD	SFTATT	SFTMAD	SBLOCKS	SOFFREB	SASSISTS	SPERFOUL	SSTEALS	SDEFREB	STURNOVER	SMINUTES	SGAMES	SGSTART	CHEMTYPE	year
274	Patterson	Ruben	2	3	0	60	58	19	55	71	84	20	63	45	41	59	76	67	67	73	61	66	59	15	54	49	3	30	395	200	12	2	190	105	21	129	139	152	84	139	105	1651	73	1		05
275	Wells	Bonzi	2	3	0	70	80	54	75	60	82	16	34	52	36	78	61	85	80	65	75	58	80	23	60	48	8	40	850	363	69	22	183	138	19	78	139	197	91	182	161	1872	72	27		05
276	McInnis	Jeff	4	4	0	59	63	61	80	33	56	4	16	32	86	67	49	78	77	40	77	40	88	25	73	41	17	23	747	334	127	46	143	114	6	33	430	163	72	143	120	2365	70	57		05
277	Randolph	Zach	1	0	1	71	47	7	76	70	45	28	70	88	35	81	49	55	66	65	44	77	81	13	82	81	1	77	1368	663	5	1	393	299	41	242	163	227	68	609	247	3067	81	80		05
278	Boumtje	Ruben	0	0	0	37	50	0	4	58	22	84	70	72	10	30	52	42	30	34	15	74	47	12	40	64	1	10	5	1	0	0	2	2	1	0	1	2	0	1	0	26	9	0		05
279	Woods	Qyntel	3	2	0	57	62	48	63	63	54	34	56	71	34	64	44	70	70	67	63	60	50	20	31	40	12	30	237	88	29	10	60	38	14	46	46	88	20	90	52	673	62	8		05
280	Jackson	Bobby	4	3	0	71	75	84	75	34	77	11	38	53	43	83	74	90	90	57	70	49	55	25	51	60	36	58	592	263	219	81	109	82	8	55	105	106	49	119	63	1185	50	0		05
281	Webber	Chris	1	1	0	77	79	14	71	56	69	40	48	82	62	80	76	73	71	53	59	70	60	15	68	87	0	80	421	174	5	1	114	81	20	48	105	76	31	152	60	831	23	23		05
282	Christie	Doug	3	3	0	67	65	59	86	61	85	23	20	50	62	58	95	75	71	40	61	53	81	23	76	35	20	33	688	317	142	49	172	148	41	69	347	186	151	260	155	2780	82	82		05
283	Jackson	Jimmy	2	3	0	60	72	79	84	10	51	13	14	72	35	64	52	70	67	50	66	62	70	25	84	68	45	25	900	382	405	162	127	107	23	52	226	227	86	435	175	3121	80	80		05
284	Divac	Vlade	0	0	0	65	71	16	65	48	45	54	48	72	86	66	68	52	53	30	58	73	75	15	66	75	1	40	668	314	13	2	260	170	77	136	432	222	57	327	173	2317	81	81		05
285	Pollard	Scot	0	0	0	50	42	0	57	62	62	63	74	72	7	30	75	48	41	50	20	80	58	12	32	72	0	21	114	47	0	0	21	12	26	67	10	110	23	97	22	678	61	3		05
286	Funderburke	Lawrence	1	1	1	48	59	0	22	58	8	77	60	78	17	62	59	54	58	50	42	56	47	12	20	75	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		05
287	Stojakovic	Peja	2	2	0	81	88	92	93	60	61	12	29	69	43	84	58	75	69	61	67	63	86	25	87	70	39	85	1386	665	554	240	425	394	14	91	173	159	108	417	153	3264	81	81		05
288	Clark	Keon	1	0	1	60	47	0	66	71	40	90	63	80	22	58	63	65	62	65	40	55	70	12	24	81	0	15	6	2	0	0	0	0	0	1	1	1	1	6	0	27	2	0		05
289	Bibby	Mike	4	4	0	75	76	77	82	33	69	9	18	38	81	79	60	87	83	64	88	52	75	25	80	58	32	57	1170	527	378	148	373	304	18	67	444	146	112	210	175	2980	82	82		05
290	Jones	Damon	4	4	0	58	84	76	76	0	27	4	6	41	93	67	65	75	79	60	89	46	75	25	59	34	52	24	524	210	273	98	72	55	4	15	478	92	30	155	103	2016	82	26		05
291	Cleaves	Mateen	4	4	0	45	48	47	42	0	70	2	15	39	80	64	52	76	72	40	75	43	39	20	40	36	4	35	23	7	1	0	2	1	2	1	19	13	4	6	5	92	4	2		05
292	Turkoglu	Hedo	2	3	0	58	69	78	71	23	70	25	21	74	36	69	35	60	61	37	67	59	70	25	61	62	37	37	645	262	241	101	161	114	32	52	154	165	80	306	94	2073	80	44		05
293	Wallace	Gerald	2	2	0	62	54	15	53	94	77	33	55	70	20	74	52	70	70	96	60	58	50	15	31	63	1	49	183	90	4	1	74	39	15	38	23	68	24	90	44	571	47	7		05
294	Bowen	Bruce	2	3	0	58	75	67	58	34	75	20	14	42	21	42	90	68	73	60	56	49	90	25	72	51	42	28	502	211	212	77	114	66	33	45	113	166	84	208	90	2624	82	82		05
295	Willis	Kevin	0	1	0	56	60	0	62	58	86	40	75	77	14	76	51	43	40	50	30	75	87	12	23	62	1	35	150	70	1	0	39	24	9	37	11	61	21	61	32	373	48	0		05
296	Smith	Steve	3	3	0	51	78	76	93	10	30	11	24	31	29	74	63	74	69	30	68	60	55	25	37	63	36	24	293	119	107	43	83	77	6	27	56	91	15	54	42	929	71	4		05
297	Duncan	Tim	1	1	0	91	82	15	60	77	45	86	71	97	42	90	94	65	67	60	46	85	85	15	88	99	1	88	1181	592	12	2	588	352	185	227	213	164	62	632	183	2527	69	68		05
298	Rose	Malik	1	1	0	60	59	0	81	65	53	31	71	78	27	75	74	50	55	50	30	81	65	12	46	60	1	44	404	173	3	0	225	183	24	110	69	164	36	210	112	1256	67	13		05
299	Jackson	Stephen	3	2	0	63	67	75	78	50	82	11	27	49	41	79	53	70	72	50	61	59	50	25	80	53	33	30	1261	536	427	145	297	233	20	97	244	216	142	273	223	2940	80	78		05
300	Claxton	Speedy	4	4	0	59	62	27	81	0	88	9	20	39	84	77	38	90	86	50	85	40	38	18	59	47	4	55	524	224	22	4	224	182	9	38	267	146	97	118	102	1595	60	29		05
301	Bateer	Mengke	0	0	0	43	35	15	56	56	45	20	63	76	27	45	58	42	42	45	32	86	44	15	20	62	1	29	7	4	0	0	0	0	0	5	1	10	1	3	2	40	7	0		05
302	Parker	Tony	4	4	0	75	70	61	74	5	62	5	30	50	88	80	68	90	90	60	85	51	85	25	80	70	21	65	946	423	199	62	272	191	7	43	411	148	61	194	179	2577	75	75		05
303	Ginobili	Manu	3	3	1	74	70	71	80	80	88	11	31	60	63	76	68	72	70	65	73	53	70	25	67	54	31	52	789	330	245	88	298	239	16	86	291	181	136	258	161	2260	77	38		05
304	Barry	Brent	3	3	0	68	82	85	83	80	82	14	10	55	86	67	39	65	66	55	65	52	53	25	70	44	59	45	427	215	252	114	110	91	16	21	342	121	85	183	139	1803	59	53		05
305	Campbell	Elden	0	1	0	59	62	0	69	55	43	80	48	80	25	73	57	51	52	50	48	86	63	12	37	67	1	25	314	138	0	0	124	85	50	52	45	137	21	157	63	891	65	27		05
306	Allen	Ray	3	3	0	86	91	85	90	81	61	9	27	53	62	84	65	85	81	73	84	55	90	25	78	52	37	90	1017	447	378	148	271	245	11	69	268	132	71	217	156	2152	56	56		05
307	Potapenko	Vitaly	0	1	0	50	55	0	64	49	29	32	57	70	18	62	47	47	42	44	28	93	87	12	51	68	1	32	409	200	0	0	92	59	28	101	53	161	22	188	77	1419	65	39		05
308	Lewis	Rashard	2	2	0	76	67	77	76	83	62	31	36	70	29	78	40	78	82	84	72	53	70	25	80	65	31	57	1229	535	386	145	270	206	54	133	175	233	99	385	135	2931	80	80		05
309	Sesay	Ansu	2	1	1	57	43	41	70	68	59	56	60	45	15	66	58	65	60	66	48	60	90	20	29	56	11	32	178	81	21	6	46	32	20	43	19	66	19	49	23	583	57	2		05
310	James	Jerome	0	0	0	49	42	0	66	64	37	82	64	75	15	62	41	34	26	50	18	86	55	12	40	65	0	34	259	129	0	0	100	66	60	78	32	180	20	152	82	989	65	24		05
311	Booth	Calvin	0	0	1	47	46	0	80	35	26	90	57	77	11	54	54	55	65	33	37	60	38	12	44	63	0	15	290	135	2	0	94	75	101	86	28	150	17	194	45	1206	71	35		05
312	Radmanovic	Vladimir	1	2	0	63	81	81	75	58	64	29	36	69	29	77	41	61	63	75	46	64	32	25	68	54	46	41	812	345	377	140	127	95	42	104	142	187	80	302	109	2321	77	38		05
313	Drobnjak	Predrag	0	0	0	54	53	58	79	56	45	31	45	56	21	75	57	43	49	40	37	84	33	23	59	69	10	40	789	325	85	30	115	91	38	111	86	180	48	209	65	1984	82	69		05
314	Murray	Ronald	3	4	0	64	64	65	71	49	74	15	18	42	50	79	66	83	80	57	64	40	70	25	60	53	25	55	915	389	229	67	235	168	28	45	205	158	81	159	149	2021	82	18		05
315	Evans	Reggie	1	1	0	51	39	0	56	58	78	13	83	85	13	34	55	52	54	51	35	74	70	12	55	63	0	17	165	67	3	0	148	83	10	156	33	176	54	252	65	1280	75	27		05
316	Ridnour	Luke	4	4	0	59	70	63	82	5	82	11	25	35	80	66	50	84	80	40	73	38	65	25	42	50	22	35	350	145	80	27	79	65	7	35	163	105	52	73	80	1114	69	6		05
317	Collison	Nick	1	2	0	57	57	35	63	62	46	40	39	67	42	55	45	60	60	48	52	78	75	20	45	63	3	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		05
318	Davis	Antonio	1	0	0	63	59	0	77	72	27	41	66	81	27	53	80	63	65	50	32	63	81	12	72	87	0	25	660	266	0	0	230	176	65	207	137	206	37	464	114	2570	80	79		05
319	Williams	Jerome	1	2	0	58	39	0	68	77	85	7	78	81	21	50	74	60	63	65	51	60	70	12	56	50	2	24	336	158	8	0	155	106	8	177	72	134	90	298	74	1637	68	44		05
320	Murray	Lamond	2	2	0	58	67	62	69	62	49	22	22	74	27	74	50	66	62	48	65	70	65	25	45	51	27	44	215	76	60	21	35	24	7	14	28	47	15	76	38	518	33	4		05
321	Hunter	Lindsey	4	3	0	59	78	58	72	30	87	14	15	43	63	34	77	77	78	65	70	54	61	23	42	42	34	26	143	49	50	14	8	5	6	13	85	45	39	54	34	661	33	8		05
322	Lenard	Voshon	3	3	0	57	79	78	79	25	50	9	17	36	34	77	64	65	68	35	67	56	80	25	68	41	30	43	933	394	289	106	182	144	12	46	151	177	61	154	101	2233	73	70		05
323	Williams	Alvin	4	3	0	53	60	55	78	10	59	9	8	41	63	54	64	78	69	38	76	43	47	23	65	55	17	42	496	201	89	26	85	66	10	18	224	114	55	132	78	1730	56	54		05
324	Carter	Vince	2	3	0	88	79	70	81	97	58	38	28	49	62	83	70	80	80	98	81	65	70	25	90	65	16	85	1457	608	243	93	417	336	65	95	348	212	88	254	223	2785	73	73		05
325	Alston	Rafer	4	4	0	62	75	82	77	12	80	11	8	41	80	62	36	84	79	40	99	39	66	25	71	22	56	49	764	287	434	161	134	103	18	26	372	212	114	200	128	2581	82	28		05
326	Peterson	Morris	3	2	1	63	68	80	81	65	75	11	13	56	25	61	55	70	72	60	70	58	75	25	62	52	57	37	587	238	340	126	94	76	14	35	113	206	88	226	69	2148	82	29		05
327	Bradley	Michael	1	2	0	50	60	11	52	58	22	40	83	83	25	50	42	57	60	50	42	42	63	15	48	76	0	15	15	7	0	0	2	1	0	6	1	14	3	17	7	98	16	1		05
328	Jefferies	Chris	2	3	0	48	44	64	67	60	53	40	20	35	17	56	72	71	67	55	37	62	50	25	20	48	49	35	72	27	42	17	20	13	7	5	7	36	4	24	19	195	21	2		05
329	Bosh	Chris	0	1	1	65	49	30	70	80	43	68	62	73	15	66	45	63	61	73	55	50	70	20	74	65	0	43	712	327	14	5	288	202	106	191	78	215	59	366	107	2510	75	63		05
330	Ostertag	Greg	0	0	0	52	30	0	58	58	26	83	76	78	28	46	66	40	41	25	23	83	70	12	64	62	0	25	437	208	1	0	195	113	139	221	123	228	30	357	99	2152	78	51		05
331	Jackson	Mark	4	4	0	55	72	44	72	0	54	4	14	56	89	34	68	70	63	25	85	52	89	20	42	62	37	45	100	34	41	7	39	28	1	10	119	41	17	60	53	577	42	3		05
332	Massenburg	Tony	1	0	0	50	57	0	68	50	32	38	59	78	18	61	50	55	59	60	34	75	65	12	35	60	0	29	219	104	1	0	63	43	18	57	29	144	14	131	45	789	59	0		05
333	Harpring	Matt	2	2	0	62	62	46	69	49	35	4	66	71	27	76	64	64	59	50	74	67	80	20	70	58	8	51	410	193	33	8	157	108	2	91	63	102	22	156	65	1134	31	31		05
334	Padgett	Scott	2	2	0	60	75	80	75	58	40	38	69	79	21	70	47	66	65	50	58	69	57	25	28	45	38	26	167	74	65	28	32	24	13	46	23	73	12	93	22	547	58	5		05
335	Kirilenko	Andrei	2	2	0	83	58	62	79	80	84	87	63	72	41	76	74	64	62	75	55	60	80	25	81	65	21	75	931	412	201	68	496	392	215	226	244	174	148	403	215	2895	78	78		05
336	Stevenson	DeShawn	3	4	0	56	52	48	68	89	38	11	27	48	32	72	33	71	75	87	62	58	35	20	69	54	8	34	871	376	71	19	204	138	17	79	158	140	52	219	120	2445	80	78		05
337	Lopez	Raul	4	4	0	52	61	55	86	0	70	2	13	43	86	67	43	80	70	45	62	34	67	23	51	43	16	25	517	223	85	25	117	101	2	24	305	200	62	131	174	1617	82	11		05
338	Collins	Jarron	0	1	0	45	48	0	72	54	27	16	55	62	22	53	47	43	46	56	34	74	62	12	54	64	1	34	295	147	1	0	262	188	18	117	77	255	26	199	79	1732	81	31		05
339	Arroyo	Carlos	4	4	0	61	65	59	80	0	58	4	21	40	88	78	53	79	79	40	77	58	70	23	68	48	15	40	768	339	117	38	225	181	5	41	355	165	63	144	156	2008	71	71		05
340	Borchardt	Curtis	1	0	0	45	57	0	33	41	29	88	41	76	28	43	53	55	53	47	42	64	35	12	44	62	0	25	56	22	1	0	18	14	14	13	15	40	4	41	18	258	16	0		05
341	Cheaney	Calbert	3	2	1	52	67	47	61	33	53	9	31	48	32	56	58	66	62	46	68	59	90	20	62	50	1	22	578	278	10	0	77	47	12	77	136	184	60	183	85	2067	79	7		05
342	Russell	Bryon	2	3	0	56	61	75	77	39	62	20	24	54	36	45	66	61	63	50	65	64	91	25	37	58	45	15	244	98	112	43	65	50	12	32	71	110	32	114	37	945	72	1		05
343	Laettner	Christian	1	1	0	58	58	38	80	48	69	47	41	82	45	56	58	54	49	40	49	68	80	20	45	57	8	20	256	119	21	6	50	40	28	50	89	102	37	182	42	984	48	18		05
344	Oakley	Charles	1	1	0	47	55	2	82	45	46	20	59	71	38	27	73	47	45	40	40	59	89	13	30	60	0	25	6	2	0	0	6	5	0	0	2	8	0	5	1	25	7	0		05
345	Stackhouse	Jerry	2	2	0	74	75	66	81	80	58	5	17	53	66	77	65	84	81	61	81	61	70	25	60	64	20	55	321	128	65	23	103	83	3	16	103	49	24	78	88	774	26	17		05
346	Lue	Tyronn	4	4	0	55	75	70	77	0	48	4	8	36	67	66	75	88	90	35	71	35	70	25	68	46	29	12	714	309	209	80	131	101	5	26	317	185	61	161	124	2332	76	69		05
347	Hughes	Larry	3	4	0	72	56	70	80	80	81	20	38	59	35	82	61	70	75	85	73	42	60	25	71	59	22	51	1009	401	232	79	335	267	26	96	148	147	95	230	152	2061	61	61		05
348	White	Jahidi	0	1	0	50	59	0	68	47	8	85	96	75	4	56	52	35	29	50	28	75	60	12	40	65	0	35	53	25	0	0	25	17	12	37	2	33	1	36	9	230	16	8		05
349	Thomas	Etan	1	0	0	60	40	0	65	68	35	83	74	81	18	72	68	50	48	50	25	79	40	12	58	76	1	43	526	257	0	0	295	191	123	183	68	219	36	345	113	1901	79	15		05
350	Brown	Kwame	0	0	0	65	60	9	68	77	54	38	64	78	25	69	56	56	52	71	48	70	60	13	68	78	1	46	589	288	2	1	334	228	52	178	112	144	66	372	140	2239	74	57		05
351	Haywood	Brendan	0	0	0	59	46	0	59	59	40	84	84	71	14	69	58	52	41	53	33	80	72	12	49	73	0	35	388	200	1	0	234	137	100	186	43	154	32	201	80	1484	77	59		05
352	Simmons	Bobby	2	3	0	55	53	20	83	58	69	20	67	57	34	61	37	62	59	67	54	71	58	18	54	56	3	29	373	147	12	2	169	141	17	115	96	169	51	147	73	1376	56	8		05
353	Jeffries	Jared	2	1	0	55	59	36	61	64	46	23	73	67	24	46	43	66	62	68	66	60	50	20	57	62	6	32	469	177	30	5	171	105	28	180	93	212	48	244	107	1913	82	38		05
354	Dixon	Juan	4	3	0	59	69	69	80	10	86	4	17	42	45	77	42	88	91	43	71	32	60	25	51	50	31	52	637	247	198	59	139	111	4	30	137	111	82	118	104	1478	71	16		05
355	Peeler	Anthony	3	3	1	54	80	81	84	10	74	11	18	46	42	59	50	65	62	50	70	58	60	25	47	42	40	30	348	156	141	68	61	51	10	31	120	103	56	122	77	1391	75	0		05
356	Martin	Darrick	4	4	1	48	71	70	78	0	35	2	6	20	72	68	58	76	76	50	64	42	90	25	22	42	38	15	67	20	26	6	9	9	1	2	23	23	2	5	7	172	16	0		05
357	Grant	Horace	0	1	0	49	59	0	72	43	40	31	57	72	31	38	78	54	53	40	46	70	70	12	46	59	0	15	224	92	1	0	54	39	21	79	71	70	24	154	29	1106	55	10		05
358	Horry	Robert	1	2	0	64	68	63	77	57	70	41	56	61	38	38	76	61	61	42	59	61	73	25	67	48	31	33	348	141	108	41	107	69	49	108	101	165	48	164	55	1290	81	1		05
359	Pope	Mark	1	0	0	43	49	41	58	58	48	41	38	66	20	40	53	58	49	40	36	64	61	20	30	48	1	10	2	1	0	0	1	0	0	0	0	8	1	3	3	20	4	0		05
360	McCoy	Jelani	0	1	0	53	67	2	55	69	38	72	56	83	15	44	55	41	44	55	36	59	65	13	40	71	0	41	0	0	0	0	0	0	0	1	0	4	0	3	1	12	2	0		05
361	Benjamin	Corey	2	3	0	44	59	58	34	10	61	21	34	34	42	69	38	75	72	65	42	43	65	23	31	47	30	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		05
362	Overton	Doug	4	4	0	39	61	23	74	0	46	4	13	36	66	42	50	64	61	50	72	49	44	18	48	42	9	15	245	99	23	3	31	23	2	16	138	89	26	70	58	1033	61	11		05
363	Livingston	Randy	4	4	0	47	60	59	68	10	50	10	17	45	77	60	50	68	70	50	50	59	40	23	22	51	30	35	10	2	3	0	6	4	0	2	4	7	2	5	4	48	4	0		05
364	Glover	Dion	3	3	0	60	64	63	77	41	56	18	28	67	39	72	45	67	68	47	59	69	61	25	55	60	20	53	589	230	119	40	156	120	19	58	130	123	50	208	102	1643	69	30		05
365	Lewis	Quincy	3	2	0	48	62	39	71	10	82	31	17	36	36	56	55	63	65	65	68	43	74	20	30	55	25	10	20	7	5	2	0	0	2	1	2	10	2	6	3	65	14	0		05
366	Dial	Derrick	3	3	0	51	62	29	50	10	61	22	38	72	57	66	40	61	68	50	71	43	92	18	19	55	32	35	28	9	9	2	8	6	0	5	2	6	6	8	1	86	9	0		05
367	McCaskill	Amal	0	1	0	37	34	14	68	58	18	42	46	47	20	32	70	62	48	40	18	59	60	15	25	58	0	10	117	47	1	0	27	19	20	48	20	89	12	85	25	636	59	3		05
368	Nailon	Lee	2	1	1	51	58	0	81	64	37	18	67	53	26	76	50	64	67	50	50	68	70	12	40	66	0	20	327	147	3	0	58	47	8	64	38	93	15	79	45	780	57	4		05
369	Buford	Rodney	3	2	0	50	58	48	44	65	43	11	24	66	20	64	42	82	78	71	60	45	66	20	16	56	3	35	56	19	2	0	6	3	1	6	7	9	6	9	4	141	22	0		05
370	Carter	Anthony	4	4	0	51	48	10	66	10	83	9	11	42	91	42	46	79	80	65	78	38	84	15	42	28	8	32	37	11	3	0	0	0	0	2	12	9	4	9	12	87	5	2		05
371	Ekezie	Obinna	1	0	0	42	36	0	40	58	32	24	77	76	25	69	47	35	33	55	33	86	51	12	35	58	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		05
372	Ollie	Kevin	4	4	0	48	41	32	84	0	67	9	14	56	83	46	51	66	67	50	69	54	74	20	46	25	3	25	257	95	9	4	176	147	8	23	234	119	51	147	81	1401	82	7		05
373	Smith	Jabari	0	0	0	45	57	45	65	58	19	43	48	57	31	52	49	38	44	50	28	66	53	20	26	70	4	25	70	26	3	0	20	12	6	11	11	25	2	20	7	168	31	0		05
374	N'diaye	Mamadou	0	0	0	50	41	0	75	72	40	84	81	83	0	51	62	55	58	65	15	72	20	12	28	55	0	10	69	27	0	0	59	44	25	43	0	59	8	69	18	366	28	1		05
375	Brown	Ernest	0	0	0	38	39	3	60	58	27	41	32	51	32	34	48	50	57	50	28	68	70	13	30	58	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		05
376	Blount	Mark	1	0	0	53	46	0	72	58	61	72	70	76	15	67	49	42	54	40	22	68	46	12	68	62	0	18	604	342	0	0	221	159	106	207	75	253	80	382	150	2402	82	73		05
377	Goldwire	Anthony	4	4	0	44	70	69	61	0	80	0	4	25	58	78	60	71	69	40	58	28	64	25	13	26	36	35	22	7	8	2	1	1	0	1	11	5	5	6	3	85	11	0		05
378	House	Eddie	4	3	0	57	74	74	80	0	85	5	20	49	62	66	46	80	84	50	62	46	57	25	47	43	30	35	449	161	136	51	45	36	4	28	148	92	65	110	63	1188	60	10		05
379	Cardinal	Brian	2	1	0	57	58	73	88	58	74	20	49	70	31	77	42	50	49	25	49	74	53	25	53	53	26	40	466	220	124	55	271	238	20	100	103	206	66	217	84	1634	76	11		05
380	Hart	Jason	4	4	0	51	52	25	77	15	78	13	13	56	60	51	66	74	79	55	72	45	55	18	32	33	4	40	159	71	9	2	43	33	5	10	81	59	28	69	29	660	54	5		05
381	Bell	Raja	2	3	0	60	64	68	79	59	58	11	24	46	27	77	48	73	74	61	62	61	58	25	60	58	20	41	805	329	166	62	248	195	13	60	107	262	63	181	111	2020	82	4		05
382	Brown	Damone	1	1	0	43	46	32	50	58	20	50	60	60	36	50	50	40	46	50	42	41	50	20	41	46	1	35	10	1	0	0	2	1	0	3	0	2	2	2	1	17	3	0		05
383	Gill	Eddie	4	4	0	46	60	58	58	0	53	13	15	29	63	58	53	79	84	65	67	36	64	23	37	26	22	15	36	15	8	3	20	17	1	4	16	16	9	13	12	157	22	0		05
384	James	Mike	4	3	0	61	68	76	81	0	80	2	10	50	82	58	54	74	74	50	69	49	85	25	64	42	42	35	657	272	281	106	127	103	3	28	339	156	96	206	124	2196	81	55		05
385	Barnes	Matt	2	2	0	53	55	24	70	67	69	7	59	71	32	45	62	76	54	68	45	70	55	18	41	51	9	15	138	63	13	2	61	43	3	53	48	76	27	98	44	724	38	9		05
386	Sampson	Jamal	1	0	0	36	40	0	40	52	15	60	62	55	29	40	60	42	40	45	45	63	50	12	15	48	0	20	2	0	0	0	0	0	0	1	1	0	1	1	0	8	5	0		05
387	Brown	Devin	3	2	0	57	58	39	81	72	45	11	38	55	25	72	52	69	67	64	70	73	60	20	31	62	7	38	196	85	14	4	74	60	4	38	33	61	15	92	38	627	58	0		05
388	Cousy	Bob	4	4	0	81	78	70	80	10	60	10	22	65	99	97	89	91	95	50	96	22	90	25	90	48	1	73	16468	6168	-1	-1	5756	4624	-1	-1	6955	2242	-1	4786	-1	30165	924	-1		05
389	Pettit	Bob	0	1	0	66	78	15	76	0	28	25	78	75	40	80	70	45	55	35	60	66	80	15	90	85	1	90	16872	7349	-1	-1	8119	6182	-1	-1	2369	2529	-1	12849	-1	30690	792	-1		05
390	Schayes	Dolph	1	0	0	62	75	8	84	0	25	25	65	70	55	85	75	55	50	35	55	60	88	13	90	75	1	60	15427	6134	-1	-1	8274	6979	-1	-1	3072	3664	-1	11256	-1	29800	1059	-1		05
391	Arizin	Paul	2	3	0	68	84	75	81	55	43	5	28	57	52	85	62	71	65	40	61	32	85	25	90	48	1	81	13354	5628	-1	-1	6189	5010	-1	-1	1665	2764	-1	6129	-1	24897	713	-1		05
392	Sharman	Bill	3	4	0	71	85	85	88	55	62	5	12	30	61	94	90	65	70	40	65	28	85	25	90	51	1	77	11168	4761	-1	-1	3559	3143	-1	-1	2101	1925	-1	2779	-1	21793	711	-1		05
393	Gallatin	Harry	1	0	0	65	57	2	77	0	39	55	70	74	35	75	75	60	55	40	45	60	99	13	90	75	1	75	7057	2810	-1	-1	4167	3223	-1	-1	1208	2086	-1	6684	-1	15813	682	-1		05
394	Guerin	Richard	2	3	0	63	75	45	78	55	39	6	18	43	70	80	74	70	70	40	70	36	85	20	90	52	1	50	12451	5174	-1	-1	5549	4328	-1	-1	4211	2769	-1	4278	-1	27449	848	-1		05
395	Yardley	George	2	1	0	60	74	35	78	0	34	15	50	70	35	80	70	70	70	40	55	30	80	20	90	85	1	55	7572	3193	-1	-1	3434	2677	-1	-1	815	1426	-1	4220	-1	15767	472	-1		05
396	Hagan	Cliff	2	1	0	65	74	25	80	10	35	8	44	74	41	88	71	66	66	70	55	38	90	18	90	84	1	68	12661	5750	5	-1	4219	3370	-1	-1	2646	2665	-1	5555	-1	24074	839	-1		05
397	Braun	Carl	0	1	0	60	65	45	80	0	28	37	44	75	55	85	75	60	58	40	50	24	85	20	90	75	1	50	10211	3912	-1	-1	3484	2801	-1	-1	2892	2164	-1	2122	-1	18409	788	-1		05
398	Chamberlain	Wilt	0	0	0	94	86	6	51	99	39	99	75	95	58	86	76	68	63	65	51	76	90	13	90	99	0	99	23497	12681	-1	-1	11862	6057	-1	-1	4643	2075	-1	23924	-1	47859	1045	-1		05
399	Russell	Bill	0	1	1	74	55	2	56	0	45	99	78	99	52	70	99	72	61	50	45	60	90	13	90	80	0	50	12930	5687	-1	-1	5614	3148	-1	-1	4100	2592	-1	21620	-1	40726	963	-1		05
400	Baylor	Elgin	2	1	0	79	70	20	78	78	38	25	64	70	50	90	85	80	77	65	55	42	90	18	90	84	1	88	20171	8693	-1	-1	7391	5763	-1	-1	3650	2596	-1	11463	-1	33863	846	-1		05
401	Robertson	Oscar	3	4	0	86	85	60	84	79	53	19	45	58	78	93	90	75	78	70	81	40	90	25	90	75	1	60	19620	9508	-1	-1	9185	7694	4	71	9887	2931	77	7733	-1	43886	1040	-1		05
402	Reed	Willis	0	0	1	69	84	5	75	0	56	62	70	60	38	85	76	58	61	50	45	49	80	13	90	82	1	85	10202	4859	-1	-1	3298	2465	21	47	1186	2411	12	8367	-1	23073	650	-1		05
403	Greer	Hal	3	3	0	68	81	75	80	0	50	5	15	25	61	94	75	87	90	50	71	22	85	25	90	43	1	90	18811	8504	-1	-1	5717	4578	-1	-1	4540	3855	-1	5665	-1	39788	1122	-1		05
404	Wilkens	Lenny	4	3	1	78	85	60	77	65	65	7	16	35	76	97	93	89	91	40	83	24	80	25	90	51	1	75	14327	6189	-1	-1	6973	5394	26	118	7211	3285	174	4912	-1	38064	1077	-1		05
405	Lucas	Jerry	1	0	0	67	65	60	78	0	17	25	91	85	55	94	97	51	48	40	45	47	75	25	90	60	1	73	11441	5709	-1	-1	3365	2635	24	62	2730	2389	28	12880	-1	32131	829	-1		05
406	Jones	Sam	3	2	0	64	85	75	80	0	54	5	17	32	55	85	77	71	78	50	60	34	75	25	90	58	1	67	13745	6271	-1	-1	3572	2869	-1	-1	2209	1735	-1	4305	-1	24285	871	-1		05
407	Heinsohn	Tommy	1	2	0	64	74	48	79	45	31	13	37	55	38	90	78	56	55	40	50	61	80	20	90	80	1	60	11787	4773	-1	-1	3353	2648	-1	-1	1318	2454	-1	5749	-1	19254	654	-1		05
408	Bellamy	Walt	0	0	0	61	54	0	63	10	22	61	75	72	35	70	65	55	58	50	32	52	90	12	90	80	1	75	15340	7914	-1	-1	8088	5113	48	264	2544	3536	52	13977	-1	38940	1043	-1		05
409	Havlicek	John	2	3	0	75	70	50	81	79	75	11	20	37	70	99	91	85	70	40	57	54	90	23	90	55	1	65	23930	10513	-1	-1	6589	5369	117	610	6114	3281	476	7397	204	46471	1270	-1		05
