,NAME,FNAME,POSITION,POSITION2,HAND,OVERALLRTG,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,CHEMTYPE,year
1783,Butler,Rasual,3.0,4.0,0,63,61,75.0,69,57,27,37,9.0,58.0,25,65.0,39.0,70,70,50,63,51,65,25,50,48.0,37.0,43,7.0,07
1784,Giricek,Gordan,3.0,2.0,0,67,75,73.0,75,40,49,9,11.0,49.0,39,75.0,45.0,70,70,60,63,47,80,25,65,50.0,17.0,54,7.0,07
1785,Ginobili,Manu,3.0,3.0,1,87,81,74.0,80,80,84,19,26.0,55.0,80,82.0,74.0,83,84,70,80,51,70,25,66,80.0,31.0,68,3.0,07
1786,Pargo,Jannero,4.0,3.0,0,66,74,76.0,73,10,64,1,21.0,40.0,83,76.0,60.0,80,77,35,60,42,75,25,50,33.0,31.0,68,1.0,07
1787,Okur,Mehmet,0.0,1.0,0,75,75,75.0,78,47,24,46,67.0,81.0,66,80.0,35.0,60,48,43,55,70,51,25,65,80.0,8.0,56,2.0,07
1788,Wilks,Mike,4.0,4.0,0,57,72,47.0,79,0,82,5,11.0,39.0,57,54.0,60.0,70,75,20,60,48,50,20,50,38.0,21.0,45,10.0,07
1789,Burke,Pat,0.0,1.0,1,60,50,14.0,69,66,45,52,59.0,60.0,14,66.0,56.0,34,38,45,40,68,50,15,50,64.0,2.0,48,10.0,07
1790,Parker,Smush,4.0,3.0,0,72,60,62.0,69,75,65,10,15.0,40.0,65,66.0,61.0,79,75,79,72,40,50,25,70,49.0,34.0,33,7.0,07
1791,Evans,Reggie,1.0,1.0,0,67,48,0.0,53,58,58,15,86.0,98.0,17,45.0,69.0,55,54,59,35,85,70,12,57,63.0,0.0,30,2.0,07
1792,Brown,Devin,3.0,2.0,0,71,58,70.0,79,72,57,14,23.0,58.0,36,75.0,52.0,72,67,64,70,73,60,25,50,62.0,30.0,50,7.0,07
1793,Ming,Yao,0.0,0.0,0,88,82,50.0,78,60,24,89,68.0,82.0,69,87.0,82.0,58,55,40,55,86,90,23,83,87.0,0.0,62,2.0,07
1794,Nowitzki,Dirk,1.0,2.0,0,91,91,84.0,86,74,64,72,29.0,89.0,40,95.0,64.0,61,61,59,80,69,85,25,88,86.0,22.0,79,3.0,07
1795,Gasol,Pau,1.0,0.0,0,85,80,9.0,76,71,36,82,67.0,80.0,55,87.0,80.0,70,62,60,58,63,90,13,67,87.0,1.0,66,7.0,07
1796,Parker,Tony,4.0,4.0,0,81,80,60.0,65,5,65,1,12.0,47.0,84,89.0,77.0,99,99,60,88,43,85,25,89,75.0,21.0,70,3.0,07
1797,Nene,,0.0,1.0,0,72,59,0.0,66,70,68,62,63.0,77.0,30,76.0,47.0,52,61,70,40,76,55,12,52,75.0,1.0,51,6.0,07
1798,Kirilenko,Andrei,2.0,1.0,0,90,75,60.0,78,80,82,98,51.0,81.0,47,85.0,95.0,72,85,75,55,66,50,25,70,80.0,21.0,60,3.0,07
1799,Stojakovic,Peja,2.0,3.0,0,82,84,85.0,91,60,61,7,29.0,69.0,47,86.0,63.0,75,69,61,67,63,86,25,87,75.0,39.0,71,2.0,07
1800,Ginobili,Manu,3.0,3.0,1,86,81,74.0,77,80,84,19,26.0,55.0,80,82.0,74.0,83,84,70,80,51,70,25,66,80.0,33.0,68,3.0,07
1801,Turkoglu,Hedo,2.0,3.0,0,66,69,76.0,86,23,41,16,28.0,51.0,42,80.0,35.0,69,61,37,67,55,70,25,59,62.0,37.0,66,7.0,07
1802,Ilgauskas,Zydrunas,0.0,0.0,0,76,75,15.0,79,63,36,75,79.0,80.0,18,86.0,80.0,46,42,56,30,70,60,15,74,81.0,1.0,60,6.0,07
1803,Calderon,Jose Manuel,4.0,4.0,0,64,63,67.0,56,50,50,10,10.0,25.0,74,60.0,60.0,75,70,70,60,32,50,25,80,30.0,1.0,30,7.0,07
1804,James,LeBron,2.0,3.0,0,97,80,74.0,73,96,82,40,20.0,75.0,83,90.0,79.0,93,87,92,85,81,80,25,75,87.0,18.0,80,3.0,07
1805,Milicic,Darko,0.0,1.0,1,65,56,55.0,56,63,14,64,8.0,75.0,12,60.0,63.0,67,70,35,50,69,60,23,64,68.0,0.0,34,5.0,07
1806,Anthony,Carmelo,2.0,2.0,0,86,80,70.0,79,85,46,18,43.0,77.0,55,93.0,60.0,72,70,80,80,77,80,25,75,84.0,13.0,76,4.0,07
1807,Bosh,Chris,1.0,0.0,1,87,84,57.0,77,80,46,80,70.0,80.0,23,86.0,80.0,67,65,80,60,50,70,23,81,85.0,1.0,56,3.0,07
1808,Lampe,Maciej,1.0,0.0,0,60,60,11.0,68,59,24,28,50.0,79.0,14,57.0,39.0,64,60,55,50,65,60,15,50,60.0,0.0,43,5.0,07
1809,Kaman,Chris,0.0,0.0,0,75,55,0.0,77,75,28,75,75.0,75.0,21,67.0,75.0,59,57,65,55,79,59,12,70,65.0,0.0,38,6.0,07
1810,Ford,TJ,4.0,4.0,0,76,68,62.0,75,55,57,1,29.0,49.0,87,82.0,65.0,97,95,55,85,35,50,25,70,39.0,6.0,40,3.0,07
1811,Hinrich,Kirk,4.0,3.0,0,81,80,80.0,81,50,72,12,12.0,50.0,84,82.0,65.0,80,77,70,88,49,78,25,79,48.0,36.0,65,3.0,07
1812,Sweetney,Mike,1.0,0.0,0,65,39,0.0,65,64,32,28,78.0,77.0,14,75.0,55.0,55,64,30,39,82,72,12,50,77.0,0.0,48,5.0,07
1813,Hayes,Jarvis,2.0,3.0,0,70,55,64.0,83,58,57,9,21.0,63.0,28,67.0,55.0,84,72,63,66,60,84,25,61,41.0,23.0,47,6.0,07
1814,Ridnour,Luke,4.0,4.0,0,72,70,75.0,87,5,67,14,16.0,30.0,86,81.0,50.0,84,80,40,86,37,65,25,71,50.0,24.0,54,7.0,07
1815,Pietrus,Mickael,2.0,3.0,0,70,60,74.0,61,79,57,21,39.0,49.0,29,77.0,50.0,71,62,80,60,56,50,25,70,45.0,40.0,58,10.0,07
1816,Wade,Dwyane,3.0,4.0,0,93,80,50.0,78,87,82,43,25.0,50.0,81,90.0,83.0,94,90,89,90,60,73,23,83,87.0,3.0,87,3.0,07
1817,Gaines,Reece,3.0,4.0,0,59,62,37.0,64,80,56,9,18.0,45.0,53,37.0,41.0,70,67,40,66,53,60,20,50,53.0,28.0,35,6.0,07
1818,Barbosa,Leandro,3.0,4.0,0,74,50,73.0,75,67,49,9,23.0,47.0,56,76.0,40.0,99,89,53,88,39,60,25,70,65.0,39.0,47,2.0,07
1819,Collison,Nick,1.0,0.0,0,68,57,0.0,70,62,44,57,78.0,75.0,11,62.0,45.0,60,60,48,52,77,75,12,50,63.0,0.0,36,1.0,07
1820,Diaw,Boris,2.0,1.0,0,83,67,41.0,74,70,60,59,57.0,75.0,73,70.0,63.0,73,75,70,69,65,70,20,75,69.0,17.0,60,2.0,07
1821,West,David,1.0,2.0,0,72,51,26.0,84,65,38,46,57.0,76.0,19,64.0,69.0,59,49,50,57,69,75,18,70,74.0,1.0,44,6.0,07
1822,Cabarkapa,Zarko,1.0,2.0,0,66,66,65.0,72,61,38,16,58.0,71.0,25,79.0,31.0,63,63,59,51,62,50,25,50,47.0,20.0,43,6.0,07
1823,Pachulia,Zaza,0.0,1.0,0,68,65,0.0,74,58,52,46,72.0,80.0,21,66.0,55.0,60,51,45,45,65,68,12,62,61.0,0.0,42,6.0,07
1824,Pavlovic,Aleksandar,3.0,2.0,0,66,72,70.0,65,60,60,7,14.0,33.0,26,68.0,42.0,70,65,62,65,54,75,25,50,66.0,28.0,45,10.0,07
1825,Delfino,Carlos,2.0,3.0,0,62,60,65.0,57,10,82,19,22.0,47.0,39,60.0,58.0,72,70,25,63,68,59,25,50,44.0,30.0,42,10.0,07
1826,Outlaw,Travis,2.0,1.0,0,72,60,61.0,70,80,68,65,40.0,53.0,21,66.0,43.0,70,71,90,59,51,55,25,50,56.0,1.0,47,7.0,07
1827,Banks,Marcus,4.0,4.0,0,67,58,64.0,74,10,89,14,18.0,39.0,62,67.0,60.0,88,85,59,73,56,60,25,50,47.0,21.0,35,6.0,07
1828,Williams,Maurice,4.0,3.0,0,72,66,70.0,85,69,59,7,16.0,44.0,79,68.0,47.0,78,74,65,74,41,55,25,70,44.0,13.0,61,7.0,07
1829,Cook,Brian,1.0,1.0,0,70,61,74.0,83,42,30,37,46.0,71.0,59,65.0,43.0,59,59,50,55,65,70,25,50,62.0,47.0,45,7.0,07
1830,Planinic,Zoran,2.0,3.0,0,64,56,67.0,69,53,82,0,29.0,50.0,40,75.0,47.0,70,60,48,60,45,75,25,50,43.0,23.0,45,10.0,07
1831,Jones,Dahntay,2.0,3.0,0,65,45,65.0,64,80,36,27,12.0,46.0,15,68.0,60.0,74,70,75,53,56,62,25,50,58.0,32.0,42,7.0,07
1832,Perkins,Kendrick,0.0,1.0,0,65,43,0.0,61,60,28,84,73.0,91.0,18,51.0,44.0,56,54,35,22,80,54,12,70,62.0,0.0,36,10.0,07
1833,Howard,Josh,2.0,2.0,0,85,75,67.0,73,80,80,20,54.0,75.0,50,80.0,75.0,80,78,75,80,54,62,25,77,75.0,15.0,45,7.0,07
1834,Blake,Steve,4.0,4.0,0,60,57,69.0,79,0,36,0,22.0,43.0,75,56.0,38.0,73,81,30,85,37,38,25,70,47.0,50.0,45,3.0,07
1835,Green,Willie,3.0,4.0,0,68,65,61.0,80,69,57,9,15.0,54.0,44,78.0,47.0,68,66,65,60,57,60,25,50,56.0,25.0,37,10.0,07
1836,Bogans,Keith,3.0,4.0,0,69,65,66.0,68,65,68,7,33.0,43.0,36,75.0,54.0,73,65,70,62,60,65,25,57,43.0,25.0,56,6.0,07
1837,Bonner,Matt,1.0,2.0,0,63,64,73.0,78,40,44,19,56.0,60.0,14,72.0,55.0,44,44,40,36,67,75,25,50,52.0,20.0,37,2.0,07
1838,Korver,Kyle,3.0,2.0,0,67,80,81.0,84,23,60,19,11.0,67.0,50,67.0,42.0,69,60,43,58,54,70,25,73,35.0,46.0,38,6.0,07
1839,Walton,Luke,2.0,2.0,0,69,59,63.0,75,50,40,10,40.0,60.0,75,75.0,30.0,61,62,50,64,50,72,25,70,62.0,34.0,41,7.0,07
1840,Jones,James,2.0,2.0,0,72,62,81.0,85,69,41,32,44.0,61.0,21,70.0,63.0,70,65,62,69,55,65,25,67,43.0,30.0,32,7.0,07
1841,Hunter,Brandon,1.0,1.0,0,59,45,0.0,53,52,32,50,78.0,84.0,5,75.0,40.0,40,38,55,33,84,70,12,50,50.0,0.0,51,8.0,07
1842,Kapono,Jason,2.0,3.0,0,62,66,80.0,84,50,48,5,16.0,46.0,19,77.0,44.0,60,61,40,60,54,64,25,50,48.0,29.0,54,6.0,07
1843,Smith,Theron,1.0,2.0,0,56,45,34.0,25,50,20,12,61.0,74.0,26,38.0,70.0,62,66,50,37,61,60,20,50,35.0,1.0,35,10.0,07
1844,Daniels,Marquis,3.0,2.0,0,72,65,41.0,75,65,70,14,49.0,47.0,43,70.0,71.0,74,70,60,67,50,50,20,80,55.0,7.0,54,7.0,07
1845,Haslem,Udonis,1.0,0.0,0,70,55,0.0,78,71,43,35,72.0,81.0,19,62.0,60.0,63,56,65,45,68,68,12,74,63.0,0.0,39,1.0,07
1846,Johnson,Linton,2.0,1.0,0,61,38,35.0,66,58,83,70,66.0,78.0,18,45.0,44.0,46,42,40,35,50,60,20,50,61.0,0.0,35,10.0,07
1847,McLeod,Keith,4.0,3.0,0,63,68,50.0,76,0,80,12,11.0,35.0,83,57.0,60.0,65,70,35,65,50,70,23,56,36.0,18.0,57,1.0,07
1848,Carroll,Matt,3.0,2.0,0,58,64,65.0,82,0,72,7,23.0,57.0,18,79.0,39.0,51,43,40,70,57,60,25,50,43.0,22.0,49,7.0,07
1849,Frahm,Richie,3.0,3.0,0,59,80,79.0,84,21,54,12,26.0,46.0,29,62.0,50.0,66,54,30,70,57,60,25,50,22.0,1.0,39,7.0,07
1850,Dupree,Ronald,3.0,2.0,0,63,61,16.0,51,65,27,34,57.0,68.0,23,60.0,53.0,74,70,60,61,54,55,15,50,53.0,1.0,41,10.0,07
1851,Webb,Spud,4.0,3.0,0,71,60,50.0,60,93,50,5,15.0,28.0,65,70.0,60.0,70,75,90,75,25,70,23,80,50.0,1.0,50,10.0,07
1852,Shirley,Paul,1.0,0.0,0,58,61,12.0,69,45,44,35,24.0,51.0,41,55.0,49.0,50,54,50,50,61,65,15,50,53.0,0.0,30,7.0,07
1853,Cook,Omar,4.0,4.0,0,57,48,24.0,60,20,60,4,20.0,29.0,75,63.0,68.0,68,65,40,67,51,65,18,50,40.0,8.0,35,10.0,07
1854,Okafor,Emeka,1.0,0.0,0,78,38,0.0,66,85,48,75,76.0,75.0,18,78.0,75.0,64,60,55,44,85,85,12,76,75.0,0.0,60,7.0,07
1855,Howard,Dwight,1.0,0.0,0,80,55,0.0,59,82,52,75,85.0,85.0,15,70.0,77.0,60,56,74,50,85,80,12,73,75.0,0.0,75,2.0,07
1856,Deng,Luol,2.0,3.0,0,74,65,65.0,74,60,52,25,44.0,71.0,39,75.0,58.0,68,69,63,61,59,70,25,70,60.0,18.0,56,1.0,07
1857,Livingston,Shaun,4.0,3.0,0,73,55,45.0,68,60,72,21,21.0,43.0,80,80.0,58.0,81,80,60,80,33,60,20,63,56.0,0.0,42,7.0,07
1858,Smith,Josh,2.0,3.0,1,78,50,26.0,71,93,52,75,57.0,75.0,29,50.0,75.0,80,73,96,60,53,80,18,63,60.0,4.0,47,7.0,07
1859,Gordon,Ben,3.0,3.0,0,78,81,84.0,80,70,48,7,21.0,42.0,63,81.0,61.0,80,75,75,81,55,70,25,70,56.0,31.0,74,7.0,07
1860,Andriuskevici,Martynas,0.0,0.0,0,51,55,15.0,69,64,28,28,24.0,34.0,49,32.0,38.0,48,55,38,45,30,65,15,50,62.0,1.0,25,3.0,07
1861,Podkolzin,Pavel,0.0,0.0,0,56,35,0.0,69,50,15,55,67.0,72.0,21,40.0,48.0,45,45,25,39,89,70,12,50,70.0,0.0,35,10.0,07
1862,Biedrins,Andris,0.0,1.0,1,67,51,0.0,40,65,56,82,76.0,82.0,14,54.0,65.0,59,56,50,38,63,70,12,50,55.0,0.0,33,10.0,07
1863,Iguodala,Andre,2.0,3.0,0,85,61,70.0,75,91,81,75,21.0,75.0,33,67.0,80.0,84,81,91,69,45,67,25,70,66.0,26.0,60,7.0,07
1864,Harris,Devin,4.0,3.0,0,77,65,59.0,72,49,71,15,18.0,32.0,78,70.0,63.0,90,83,65,83,55,60,23,81,64.0,38.0,54,6.0,07
1865,Childress,Josh,3.0,2.0,0,73,55,44.0,76,71,56,33,65.0,63.0,40,59.0,55.0,75,72,74,69,45,65,20,67,55.0,9.0,46,2.0,07
1866,Nelson,Jameer,4.0,4.0,0,75,66,79.0,78,10,70,1,25.0,46.0,80,75.0,60.0,87,87,40,80,55,80,25,71,60.0,22.0,45,3.0,07
1867,Araujo,Rafael,1.0,0.0,0,63,45,14.0,53,65,51,16,64.0,78.0,9,49.0,39.0,45,45,47,42,94,85,15,50,70.0,1.0,33,0.0,07
1868,Telfair,Sebastian,4.0,4.0,0,73,65,55.0,74,5,75,3,5.0,36.0,80,74.0,69.0,95,97,50,90,40,80,23,67,55.0,16.0,59,6.0,07
1869,Humphries,Kris,1.0,2.0,0,61,44,23.0,43,52,51,32,67.0,71.0,23,60.0,45.0,40,60,56,38,66,80,18,50,63.0,1.0,49,7.0,07
1870,Snyder,Kirk,3.0,2.0,0,69,34,67.0,66,68,51,32,43.0,40.0,18,70.0,61.0,67,62,71,55,65,80,25,70,65.0,26.0,50,7.0,07
1871,Jackson,Luke,3.0,2.0,1,61,67,58.0,78,40,55,10,38.0,46.0,52,42.0,53.0,57,46,49,42,57,70,23,50,58.0,22.0,35,5.0,07
1872,Monia,Sergei,3.0,2.0,0,64,45,30.0,71,70,55,40,54.0,62.0,42,40.0,63.0,53,50,55,32,57,75,20,60,58.0,3.0,30,7.0,07
1873,Vujacic,Sasha,3.0,4.0,0,68,41,71.0,88,34,57,11,25.0,64.0,64,67.0,53.0,73,70,55,65,44,70,25,50,56.0,3.0,46,6.0,07
1874,Jefferson,Al,1.0,0.0,0,71,34,0.0,64,65,33,84,79.0,81.0,9,76.0,57.0,51,48,65,40,81,70,12,70,70.0,0.0,50,6.0,07
1875,Seung-Jin,Ha,0.0,0.0,0,58,43,11.0,50,65,15,30,44.0,51.0,29,65.0,39.0,45,51,30,42,94,75,15,50,65.0,0.0,35,6.0,07
1876,Swift,Robert,0.0,0.0,0,70,63,0.0,58,75,14,69,69.0,73.0,29,65.0,64.0,65,54,63,42,66,70,12,67,67.0,0.0,35,6.0,07
1877,Smith,J.R.,3.0,2.0,0,73,73,73.0,82,87,52,9,16.0,32.0,34,67.0,41.0,80,74,85,77,59,70,25,57,55.0,38.0,56,9.0,07
1878,Wright,Dorell,3.0,2.0,0,68,54,45.0,88,78,45,20,54.0,62.0,42,56.0,44.0,72,65,70,54,44,70,20,50,48.0,36.0,35,1.0,07
1879,West,Delonte,4.0,3.0,1,74,67,74.0,85,63,76,25,22.0,53.0,70,65.0,40.0,80,70,61,71,40,70,25,66,44.0,40.0,46,7.0,07
1880,Allen,Tony,3.0,3.0,0,69,54,57.0,74,79,71,15,44.0,46.0,43,56.0,64.0,74,65,71,61,51,57,23,50,43.0,8.0,47,5.0,07
1881,Martin,Kevin,3.0,2.0,0,70,57,60.0,84,80,64,9,50.0,60.0,22,54.0,75.0,75,70,70,57,39,70,25,50,48.0,21.0,42,2.0,07
1882,Udrih,Beno,4.0,4.0,1,65,59,75.0,75,35,65,12,11.0,30.0,63,78.0,53.0,70,65,55,61,56,70,25,50,40.0,36.0,54,6.0,07
1883,Harrison,David,0.0,1.0,0,64,37,0.0,57,68,38,86,50.0,60.0,7,65.0,52.0,57,60,60,30,69,70,12,50,72.0,0.0,37,2.0,07
1884,Varejao,Anderson,1.0,1.0,0,67,42,0.0,51,60,61,70,83.0,79.0,14,60.0,43.0,57,60,45,58,61,65,12,50,65.0,0.0,40,7.0,07
1885,Ramos,Peter John,0.0,0.0,0,60,38,0.0,53,55,24,60,65.0,70.0,41,65.0,24.0,50,49,48,47,78,85,12,50,61.0,0.0,35,2.0,07
1886,Chalmers,Lionel,4.0,4.0,0,59,66,59.0,62,50,54,0,7.0,32.0,57,48.0,43.0,72,61,45,59,47,85,23,50,49.0,39.0,41,3.0,07
1887,Smith,Donta,2.0,3.0,0,62,55,42.0,50,55,84,18,35.0,39.0,43,56.0,41.0,61,61,43,56,66,75,20,50,52.0,19.0,46,1.0,07
1888,Emmett,Andre,3.0,2.0,0,64,55,31.0,70,90,39,20,40.0,41.0,38,55.0,37.0,69,61,65,51,70,65,20,50,60.0,3.0,35,2.0,07
1889,Burks,Antonio,4.0,4.0,0,58,60,42.0,43,24,87,7,2.0,26.0,61,64.0,40.0,73,75,38,55,56,65,20,50,35.0,18.0,48,10.0,07
1890,Ivey,Royal,4.0,3.0,0,63,56,31.0,72,35,82,12,18.0,42.0,61,51.0,39.0,73,68,50,60,55,75,20,50,40.0,5.0,45,10.0,07
1891,Duhon,Chris,4.0,4.0,0,69,65,72.0,81,30,68,1,8.0,46.0,75,60.0,70.0,73,69,56,70,48,70,25,62,40.0,50.0,43,3.0,07
1892,Reed,Justin,2.0,1.0,0,57,43,22.0,73,50,37,50,51.0,54.0,29,45.0,52.0,51,55,55,45,70,70,18,50,57.0,0.0,35,1.0,07
1893,Ariza,Trevor,2.0,3.0,0,68,58,26.0,60,80,83,19,51.0,58.0,29,64.0,48.0,72,55,86,65,47,70,18,50,48.0,2.0,46,10.0,07
1894,Robinson,Bernard,2.0,3.0,0,63,51,38.0,79,40,60,18,33.0,54.0,44,54.0,55.0,61,69,65,65,56,65,20,50,37.0,10.0,32,2.0,07
1895,Sow,Pape,0.0,1.0,0,61,26,0.0,59,80,81,25,56.0,74.0,2,46.0,48.0,55,57,70,39,73,60,12,50,65.0,0.0,34,1.0,07
1896,Freije,Matt,2.0,1.0,0,58,59,62.0,76,40,52,7,29.0,53.0,21,40.0,42.0,59,61,40,60,72,70,25,50,30.0,11.0,35,7.0,07
1897,Khryapa,Viktor,2.0,3.0,0,64,61,41.0,69,20,68,54,43.0,74.0,22,48.0,59.0,59,61,60,51,51,75,20,50,53.0,8.0,36,6.0,07
1898,Mbenga,DJ,0.0,0.0,0,57,40,0.0,50,45,15,65,70.0,75.0,29,65.0,39.0,50,45,25,42,52,70,12,50,54.0,0.0,35,10.0,07
1899,Nocioni,Andres,2.0,2.0,0,77,71,75.0,84,75,35,28,29.0,77.0,59,67.0,75.0,61,59,74,61,63,75,25,70,58.0,16.0,49,2.0,07
1900,Tabuse,Yuta,4.0,4.0,0,60,46,15.0,65,0,44,2,21.0,40.0,70,65.0,55.0,90,90,65,60,42,75,15,50,47.0,2.0,35,7.0,07
1901,Edwards,John,0.0,0.0,0,55,38,15.0,72,44,19,17,68.0,72.0,19,40.0,39.0,45,44,40,33,80,68,15,50,58.0,0.0,35,7.0,07
1902,Ross,Quinton,3.0,2.0,0,65,46,20.0,76,40,66,19,28.0,57.0,30,44.0,88.0,69,70,65,60,55,71,18,72,47.0,1.0,35,7.0,07
1903,Barrett,Andre,4.0,4.0,0,63,63,61.0,70,0,72,1,18.0,30.0,80,46.0,45.0,75,85,65,75,45,60,25,50,55.0,42.0,43,10.0,07
1904,Storey,Awvee,2.0,3.0,0,57,45,35.0,77,30,44,2,18.0,30.0,60,55.0,45.0,65,70,55,60,65,61,20,50,45.0,8.0,35,10.0,07
1905,Davis,Josh,2.0,1.0,0,64,55,71.0,75,30,44,18,70.0,74.0,16,67.0,39.0,48,46,55,51,70,70,25,50,58.0,41.0,42,3.0,07
1906,Daniels,Erik,2.0,1.0,0,59,48,44.0,61,30,36,19,29.0,38.0,58,55.0,45.0,60,55,55,60,55,70,20,50,55.0,11.0,35,10.0,07
1907,Wilkins,Damien,3.0,2.0,0,65,70,62.0,61,50,76,30,44.0,36.0,23,67.0,48.0,68,55,50,60,65,70,25,50,43.0,35.0,43,2.0,07
1908,Thomas,Billy,3.0,3.0,0,59,53,61.0,78,55,72,3,15.0,42.0,22,49.0,48.0,55,60,50,53,62,75,25,50,54.0,48.0,31,1.0,07
1909,Bobbitt,Tony,3.0,3.0,0,60,51,60.0,70,35,43,26,30.0,41.0,40,59.0,40.0,65,67,40,59,47,70,25,50,42.0,18.0,35,10.0,07
1910,May,Sean,1.0,0.0,0,68,59,0.0,72,70,21,42,68.0,74.0,38,61.0,53.0,60,55,53,41,72,75,12,60,70.0,0.0,30,2.0,07
1911,Butler,Jackie,0.0,1.0,0,55,30,0.0,75,61,27,30,48.0,50.0,34,45.0,35.0,55,55,40,36,73,70,12,50,69.0,0.0,15,7.0,07
1912,Thomas,James,1.0,2.0,0,61,44,2.0,60,50,38,51,49.0,66.0,24,53.0,41.0,66,68,40,59,67,75,13,50,68.0,7.0,35,10.0,07
1913,Felton,Raymond,4.0,4.0,0,74,63,66.0,72,65,71,5,20.0,25.0,75,61.0,61.0,83,82,70,80,43,65,25,70,50.0,23.0,50,2.0,07
1914,Bogut,Andrew,0.0,1.0,0,75,57,30.0,62,65,28,75,67.0,78.0,51,60.0,75.0,65,55,45,43,70,75,20,70,75.0,1.0,55,7.0,07
1915,Williams,Marvin,1.0,2.0,0,72,75,65.0,74,71,38,20,50.0,61.0,26,62.0,60.0,65,60,80,53,61,75,25,75,48.0,10.0,30,10.0,07
1916,Williams,Deron,4.0,4.0,0,70,75,67.0,70,10,64,1,25.0,30.0,75,67.0,60.0,85,79,50,81,35,85,25,70,49.0,30.0,30,7.0,07
1917,Frye,Channing,1.0,0.0,0,77,71,10.0,82,75,41,68,70.0,75.0,45,60.0,67.0,60,56,70,41,70,65,15,70,70.0,2.0,30,7.0,07
1918,Granger,Danny,1.0,2.0,0,76,60,64.0,77,74,50,55,44.0,67.0,44,65.0,67.0,69,65,50,62,60,65,25,70,65.0,20.0,35,6.0,07
1919,Paul,Chris,4.0,4.0,0,85,75,63.0,84,65,80,1,25.0,40.0,88,80.0,80.0,90,90,60,84,65,80,25,70,67.0,30.0,30,3.0,07
1920,Webster,Martell,3.0,2.0,0,71,70,74.0,86,61,49,20,34.0,41.0,55,60.0,59.0,71,60,55,62,55,70,25,60,54.0,16.0,28,10.0,07
1921,Diogu,Ike,1.0,1.0,0,71,51,15.0,81,70,29,70,55.0,60.0,30,59.0,59.0,60,51,60,49,70,75,15,75,71.0,1.0,34,7.0,07
1922,Villanueva,Charlie,1.0,2.0,0,78,67,62.0,70,80,27,62,61.0,77.0,55,65.0,65.0,61,56,68,61,67,60,25,60,69.0,3.0,35,7.0,07
1923,Bynum,Andrew,0.0,0.0,0,61,32,0.0,29,70,21,65,50.0,58.0,12,52.0,52.0,60,60,67,33,72,75,12,55,70.0,0.0,25,10.0,07
1924,Chambers,Tom,1.0,1.0,0,81,55,48.0,73,80,35,48,50.0,65.0,50,85.0,65.0,63,61,70,77,65,80,20,80,85.0,1.0,45,1.0,07
1925,Nance,Larry,1.0,1.0,0,78,52,12.0,75,70,49,75,50.0,80.0,49,71.0,53.0,70,70,60,61,64,80,15,80,70.0,1.0,80,6.0,07
1926,Pietrus,Mickael,3.0,2.0,0,70,60,75.0,69,79,62,21,39.0,49.0,29,77.0,50.0,66,62,80,70,56,50,25,50,45.0,45.0,58,6.0,07
1927,Okur,Mehmet,0.0,1.0,0,75,75,75.0,85,47,24,46,67.0,81.0,66,80.0,35.0,60,48,43,55,70,51,25,65,80.0,8.0,56,2.0,07
1928,Nocioni,Andres,2.0,2.0,0,73,65,75.0,76,75,35,28,29.0,77.0,30,67.0,75.0,61,59,74,61,63,75,25,57,58.0,12.0,49,2.0,07
1929,Nash,Steve,4.0,4.0,0,87,86,87.0,93,0,52,11,19.0,48.0,99,99.0,79.0,93,89,65,99,51,89,25,95,60.0,30.0,76,3.0,07
1930,Magloire,Jamaal,0.0,1.0,0,75,64,0.0,70,75,20,78,79.0,80.0,22,73.0,75.0,55,56,45,53,80,85,12,58,69.0,0.0,53,6.0,07
1931,Najera,Eduardo,1.0,2.0,0,64,47,37.0,63,10,62,32,68.0,63.0,26,56.0,64.0,62,68,45,59,67,64,20,50,63.0,1.0,40,10.0,07
1932,Arroyo,Carlos,4.0,4.0,0,65,65,59.0,79,0,54,3,14.0,28.0,86,60.0,53.0,73,79,40,77,57,70,23,50,48.0,15.0,59,9.0,07
1933,Barbosa,Leandro,4.0,3.0,0,74,50,73.0,79,67,49,9,23.0,47.0,56,76.0,40.0,99,89,53,88,39,60,25,70,65.0,1.0,50,2.0,07
1934,Olowokandi,Michael,0.0,0.0,0,69,57,0.0,63,68,22,73,70.0,80.0,11,60.0,65.0,59,57,60,28,79,76,12,50,65.0,0.0,37,0.0,07
1935,Bell,Raja,2.0,3.0,0,74,64,79.0,74,59,80,7,12.0,44.0,43,72.0,90.0,75,80,61,62,59,58,25,67,58.0,20.0,50,2.0,07
1936,Dalembert,Samuel,0.0,1.0,0,73,42,10.0,60,75,46,84,76.0,85.0,8,62.0,81.0,62,57,63,43,71,70,15,63,55.0,0.0,36,6.0,07
1937,Smith,Josh,2.0,3.0,1,78,50,26.0,68,96,52,75,57.0,75.0,29,55.0,75.0,80,73,96,60,53,80,18,63,60.0,9.0,47,10.0,07
1938,Udrih,Beno,4.0,4.0,1,65,59,75.0,75,35,65,12,11.0,30.0,63,78.0,53.0,70,65,55,61,56,70,25,50,40.0,12.0,54,2.0,07
